PNI;y;x;województwo;powiat;gmina;nazwa placówki;kod pocztowy;miejscowoœæ;ulica;telefon;godziny pracy - opis;stan placówki;
245986;50.971941;16.927464;DOLNOŒL¥SKIE;wroc³awski;Kobierzyce;UP Kobierzyce;55-040;Kobierzyce;ul. Spó³dzielcza 7;71-364-66-10;dni robocze: 08:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
247232;50.792800;15.836700;DOLNOŒL¥SKIE;jeleniogórski;Kowary;UP Kowary;58-530;Kowary;ul. Pocztowa 11;75-718-21-82;dni robocze: 08:00-18:00#soboty: 08:30-14:30#niedziele i œwiêta: placówka nieczynna#;;
968498;50.846652;15.784349;DOLNOŒL¥SKIE;jeleniogórski;Mys³akowice;FUP Kowary;58-533;Mys³akowice;ul. Jeleniogórska 35;75-713-12-18 #jedn. nadrzêdna: UP Kowary#tel.: 75-718-21-82;dni robocze: 08:30-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
559552;50.431222;16.243166;DOLNOŒL¥SKIE;k³odzki;Kudowa-Zdrój;FUP Kudowa-Zdrój 1;57-350;Kudowa-Zdrój;ul. G³ówna 35;74-866-14-81 #jedn. nadrzêdna: UP Kudowa-Zdrój 1#tel.: 74-866-14-86;dni robocze: Pon.: 08:10-14:10 Wt.: 08:10-14:10 Œr.: 08:10-14:10 Czw.: 11:30-17:30 Pt.: 11:30-17:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
248930;50.442361;16.248527;DOLNOŒL¥SKIE;k³odzki;Kudowa-Zdrój;UP Kudowa-Zdrój 1;57-350;Kudowa-Zdrój;ul. 1 Maja 12;74-866-14-86;dni robocze: 08:00-18:00#soboty: 08:00-13:45#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
249290;50.345333;16.876750;DOLNOŒL¥SKIE;k³odzki;L¹dek-Zdrój;UP L¹dek-Zdrój;57-540;L¹dek-Zdrój;Plac Starom³yñski 2;74-814-64-90;dni robocze: 08:00-17:45#soboty: 08:30-13:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
965699;50.294111;16.874000;DOLNOŒL¥SKIE;k³odzki;Stronie Œl¹skie;FUP L¹dek-Zdrój;57-550;Stronie Œl¹skie;ul. Koœciuszki 41;74-814-11-01 #jedn. nadrzêdna: UP L¹dek-Zdrój#tel.: 74-814-64-90;dni robocze: 09:00-17:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
969860;51.197600;16.177500;DOLNOŒL¥SKIE;Legnica;Legnica;FUP Legnica 2;59-206;Legnica;ul. Stanis³awa Staszica 6;76-850-03-61 #jedn. nadrzêdna: UP Legnica 2#tel.: 76-850-03-50;dni robocze: 11:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
249371;51.213000;16.166400;DOLNOŒL¥SKIE;Legnica;Legnica;UP Legnica 2;59-220;Legnica;ul. Dworcowa 4;76-850-03-50;dni robocze: 07:00-21:00#soboty: 07:00-21:00#niedziele i œwiêta: 08:00-15:00#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
580294;51.173606;16.166500;DOLNOŒL¥SKIE;Legnica;Legnica;FUP Legnica 2;59-220;Legnica;ul. Rumiankowa 1;76-850-03-77 #jedn. nadrzêdna: UP Legnica 2#tel.: 76-850-03-50;dni robocze: Pon.: 10:00-17:00 Wt.: 10:00-17:00 Œr.: 10:00-17:00 Czw.: 10:00-17:00 Pt.: 11:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
976999;51.209348;16.174489;DOLNOŒL¥SKIE;Legnica;Legnica;FUP Legnica 2;59-203;Legnica;ul. Wroc³awska 56;76-850-03-55 #jedn. nadrzêdna: UP Legnica 2#tel.: 76-850-03-50;dni robocze: 09:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
970465;51.223903;16.250129;DOLNOŒL¥SKIE;legnicki;Kunice;FUP Legnica 2;59-216;Kunice;ul. Gwarna 12;76-850-03-78 #jedn. nadrzêdna: UP Legnica 2#tel.: 76-850-03-50;dni robocze: Pon.: 09:00-16:00 Wt.: 09:00-16:00 Œr.: 09:00-16:00 Czw.: 09:00-16:00 Pt.: 10:30-17:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
776366;51.144300;16.244000;DOLNOŒL¥SKIE;legnicki;Legnickie Pole;FUP Legnica 2;59-241;Legnickie Pole;ul. Piastowska 11;76-850-03-89 #jedn. nadrzêdna: UP Legnica 2#tel.: 76-850-03-50;dni robocze: Pon.: 08:30-15:30 Wt.: 08:30-15:30 Œr.: 08:30-15:30 Czw.: 09:30-16:30 Pt.: 09:30-16:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
249407;51.200200;16.159400;DOLNOŒL¥SKIE;Legnica;Legnica;UP Legnica 6;59-204;Legnica;ul. Jaworzyñska 43/45;76-850-03-57;dni robocze: 07:30-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
249414;51.206900;16.160500;DOLNOŒL¥SKIE;Legnica;Legnica;UP Legnica 7;59-205;Legnica;ul. Z³otoryjska 1;76-850-03-59;dni robocze: 07:30-19:30#soboty: 08:30-14:30#niedziele i œwiêta: placówka nieczynna#;;
249445;51.207400;16.189100;DOLNOŒL¥SKIE;Legnica;Legnica;UP Legnica 10;59-208;Legnica;ul. Neptuna 15;76-850-03-62;dni robocze: 07:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
249469;51.198300;16.201400;DOLNOŒL¥SKIE;Legnica;Legnica;UP Legnica 12;59-210;Legnica;ul. Izerska 2;76-850-03-63;dni robocze: 07:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
249476;51.204600;16.213000;DOLNOŒL¥SKIE;Legnica;Legnica;UP Legnica 13;59-211;Legnica;ul. Juliana Przybosia 1;76-850-03-64;dni robocze: 08:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
249483;51.203600;16.187700;DOLNOŒL¥SKIE;Legnica;Legnica;UP Legnica 14;59-212;Legnica;ul. Jana Heweliusza 7;76-850-03-65;dni robocze: 08:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
580287;51.256100;16.062300;DOLNOŒL¥SKIE;legnicki;Mi³kowice;FUP Legnica 15;59-213;Mi³kowice;ul. II Armii Wojska Polskiego 95;76-850-04-04 #jedn. nadrzêdna: UP Legnica 15#tel.: 76-850-03-66;dni robocze: Pon.: 08:00-14:00 Wt.: 08:00-14:00 Œr.: 08:00-14:00 Czw.: 08:00-14:00 Pt.: 09:00-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
249490;51.201722;16.150099;DOLNOŒL¥SKIE;Legnica;Legnica;UP Legnica 15;59-213;Legnica;ul. Z³otoryjska 83 A;76-850-03-66;dni robocze: 07:30-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
249702;51.026713;15.264730;DOLNOŒL¥SKIE;lubañski;Leœna;UP Leœna k. Lubania Œl¹skiego;59-820;Leœna;ul. Lubañska 6;75-724-22-63;dni robocze: 08:00-18:00#soboty: 07:30-13:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
560326;51.127300;15.184100;DOLNOŒL¥SKIE;lubañski;Siekierczyn;FUP Lubañ Œl¹ski 1;59-818;Siekierczyn;Siekierczyn 15;75-722-17-13 #jedn. nadrzêdna: UP Lubañ Œl¹ski 1#tel.: 75-721-63-43;dni robocze: 10:30-15:50#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
968474;51.118900;15.274800;DOLNOŒL¥SKIE;lubañski;Lubañ;FUP Lubañ Œl¹ski 1;59-801;Lubañ;ul. Boles³awa Chrobrego 3;75-721-63-46 #jedn. nadrzêdna: UP Lubañ Œl¹ski 1#tel.: 75-721-63-43;dni robocze: 10:00-17:15#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
568401;51.055100;15.170300;DOLNOŒL¥SKIE;lubañski;Platerówka;FUP Lubañ Œl¹ski 1;59-816;Platerówka;Platerówka 208;75-722-16-95 #jedn. nadrzêdna: UP Lubañ Œl¹ski 1#tel.: 75-721-63-43;dni robocze: 10:20-15:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
976894;51.066700;15.388900;DOLNOŒL¥SKIE;lubañski;Olszyna;FUP Lubañ Œl¹ski 1;59-830;Olszyna;ul. Kolejowa 11;75-721-22-00 #jedn. nadrzêdna: UP Lubañ Œl¹ski 1#tel.: 75-721-63-43;dni robocze: 09:15-16:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
250369;51.118400;15.288600;DOLNOŒL¥SKIE;lubañski;Lubañ;UP Lubañ Œl¹ski 1;59-800;Lubañ;Plac 3 Maja 1;75-721-63-43;dni robocze: 07:00-19:00#soboty: 08:00-15:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
568999;51.410557;16.193976;DOLNOŒL¥SKIE;lubiñski;Lubin;FUP Lubin 1;59-300;Lubin;ul. Marii Sk³odowskiej-Curie 82;76-841-25-29 #jedn. nadrzêdna: UP Lubin 1#tel.: 76-841-25-00;dni robocze: Pon.: 08:30-15:30 Wt.: 08:30-15:30 Œr.: 08:30-15:30 Czw.: 09:00-16:00 Pt.: 09:00-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
966061;51.381089;16.212442;DOLNOŒL¥SKIE;lubiñski;Lubin;FUP Lubin 1;59-339;Lubin;ul. Krucza 30;76-841-25-12 #jedn. nadrzêdna: UP Lubin 1#tel.: 76-841-25-00;dni robocze: 10:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
250552;51.395800;16.204400;DOLNOŒL¥SKIE;lubiñski;Lubin;UP Lubin 1;59-300;Lubin;ul. Odrodzenia 4;76-841-25-00;dni robocze: 07:00-20:00#soboty: 08:00-15:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
250576;51.401900;16.206500;DOLNOŒL¥SKIE;lubiñski;Lubin;UP Lubin 4;59-302;Lubin;ul. Tadeusza Koœciuszki 11;76-841-25-07;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
250583;51.387100;16.201200;DOLNOŒL¥SKIE;lubiñski;Lubin;UP Lubin 5;59-303;Lubin;ul. Jastrzêbia 6;76-841-25-08;dni robocze: 10:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
250602;51.406916;16.177282;DOLNOŒL¥SKIE;lubiñski;Lubin;UP Lubin 7;59-335;Lubin;ul. Budowniczych LGOM 24b;76-722-22-29;dni robocze: 07:30-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
971268;51.400741;16.185985;DOLNOŒL¥SKIE;lubiñski;Lubin;FUP Lubin 7;59-338;Lubin;ul. Jana Paw³a II 56;76-841-25-31 #jedn. nadrzêdna: UP Lubin 7#tel.: 76-722-22-29;dni robocze: Pon.: 10:00-17:00 Wt.: 10:00-17:00 Œr.: 10:00-17:00 Czw.: 11:30-18:30 Pt.: 11:30-18:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
250619;51.404200;16.166200;DOLNOŒL¥SKIE;lubiñski;Lubin;UP Lubin 8;59-336;Lubin;ul. Cypriana Kamila Norwida 57;76-841-25-10;dni robocze: 10:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
762243;51.510719;16.265345;DOLNOŒL¥SKIE;lubiñski;Rudna;FUP Lubin 9;59-305;Rudna;ul. Œcinawska 16;76-841-25-27 #jedn. nadrzêdna: UP Lubin 9#tel.: 76-841-25-11;dni robocze: Pon.: 09:00-16:00 Wt.: 09:00-16:00 Œr.: 09:00-16:00 Czw.: 10:00-17:00 Pt.: 10:00-17:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
401364;51.371400;16.150700;DOLNOŒL¥SKIE;lubiñski;Lubin;FUP Lubin 9;59-337;Lubin;ul. Olgi Boznañskiej 10;76-841-25-26 #jedn. nadrzêdna: UP Lubin 9#tel.: 76-841-25-11;dni robocze: Pon.: 09:00-14:30 Wt.: 09:00-14:30 Œr.: 09:00-14:30 Czw.: 10:30-17:30 Pt.: 10:30-17:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
250626;51.383400;16.218300;DOLNOŒL¥SKIE;lubiñski;Lubin;UP Lubin 9;59-337;Lubin;ul. Józefa Pi³sudskiego 26;76-841-25-11;dni robocze: 08:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
251412;51.109773;15.591488;DOLNOŒL¥SKIE;lwówecki;Lwówek Œl¹ski;UP Lwówek Œl¹ski 1;59-600;Lwówek Œl¹ski;ul. Ignacego Daszyñskiego 1;75-782-45-49;dni robocze: 08:00-18:00#soboty: 09:00-15:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
976870;51.014079;15.672989;DOLNOŒL¥SKIE;lwówecki;Wleñ;FUP Lwówek Œl¹ski 1;59-610;Wleñ;ul. Pocztowa 1;75-713-63-20 #jedn. nadrzêdna: UP Lwówek Œl¹ski 1#tel.: 75-782-45-49;dni robocze: 12:00-17:15#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
254042;50.668083;16.187388;DOLNOŒL¥SKIE;wa³brzyski;Mieroszów;UP Mieroszów;58-350;Mieroszów;ul. D¹browszczaków 9;74-845-82-71;dni robocze: 09:00-17:00#soboty: 09:00-13:45#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
254147;50.146083;16.677583;DOLNOŒL¥SKIE;k³odzki;Miêdzylesie;UP Miêdzylesie k. Bystrzycy K³odzkiej;57-530;Miêdzylesie;ul. Powstañców Œl¹skich 7;74-812-64-68;dni robocze: 09:00-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
559802;51.477300;17.357800;DOLNOŒL¥SKIE;milicki;Kroœnice;FUP Milicz;56-300;Kroœnice;ul. Parkowa 29;71-384-62-20 #jedn. nadrzêdna: UP Milicz#tel.: 71-383-23-09;dni robocze: 10:00-15:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
559790;51.629800;17.358700;DOLNOŒL¥SKIE;milicki;Cieszków;FUP Milicz;56-300;Cieszków;ul. Kolejowa 4;71-384-81-20 #jedn. nadrzêdna: UP Milicz#tel.: 71-383-23-09;dni robocze: 09:30-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
254354;51.529398;17.274610;DOLNOŒL¥SKIE;milicki;Milicz;UP Milicz;56-300;Milicz;ul. 1 Maja 13;71-383-23-09;dni robocze: 08:00-18:00#soboty: 08:15-13:15#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
254509;51.165838;17.155099;DOLNOŒL¥SKIE;wroc³awski;D³ugo³êka;UP Mirków;55-095;Mirków;ul. Wolnoœci 42/44;71-347-17-41;dni robocze: 09:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
564997;51.233131;17.178326;DOLNOŒL¥SKIE;wroc³awski;D³ugo³êka;FUP Mirków;55-095;£ozina;ul. Milicka 4;71-314-02-86 #jedn. nadrzêdna: UP Mirków#tel.: 71-347-17-41;dni robocze: 08:35-14:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
966092;51.136600;17.177269;DOLNOŒL¥SKIE;wroc³awski;D³ugo³êka;FUP Mirków;55-093;Kie³czów;ul. Wilczycka 14;71-314-02-91 #jedn. nadrzêdna: UP Mirków#tel.: 71-347-17-41;dni robocze: Pon.: 09:45-14:45 Wt.: 09:45-14:45 Œr.: 13:30-18:30 Czw.: 13:30-18:30 Pt.: 13:30-18:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
966454;51.173130;17.195297;DOLNOŒL¥SKIE;wroc³awski;D³ugo³êka;FUP Mirków;55-090;D³ugo³êka;ul. W³adys³awa Broniewskiego 11;71-347-17-28 #jedn. nadrzêdna: UP Mirków#tel.: 71-347-17-41;dni robocze: Pon.: 08:00-15:15 Wt.: 08:00-15:15 Œr.: 11:45-19:00 Czw.: 11:45-19:00 Pt.: 11:45-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
254530;50.971022;15.381546;DOLNOŒL¥SKIE;lwówecki;Mirsk;UP Mirsk;59-630;Mirsk;ul. Bohaterów znad Nysy 5;75-783-40-50;dni robocze: 08:30-17:30#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
255845;50.579805;16.504222;DOLNOŒL¥SKIE;k³odzki;Nowa Ruda;UP Nowa Ruda 1;57-400;Nowa Ruda;ul. Niepodleg³oœci 1;74-872-22-60;dni robocze: 08:00-19:00#soboty: 08:30-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
961242;50.545301;16.552214;DOLNOŒL¥SKIE;k³odzki;Nowa Ruda;FUP Nowa Ruda 1;57-402;Nowa Ruda;ul. K³odzka 6;74-872-31-42 #jedn. nadrzêdna: UP Nowa Ruda 1#tel.: 74-872-22-60;dni robocze: 08:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
767743;50.599805;16.506805;DOLNOŒL¥SKIE;k³odzki;Nowa Ruda;FUP Nowa Ruda 1;57-401;Nowa Ruda;ul. Œwidnicka 35;74-872-43-87 #jedn. nadrzêdna: UP Nowa Ruda 1#tel.: 74-872-22-60;dni robocze: 09:00-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
778986;50.507694;16.386222;DOLNOŒL¥SKIE;k³odzki;Radków;FUP Nowa Ruda 1;57-420;Radków;ul. Grunwaldzka 10;74-871-22-01 #jedn. nadrzêdna: UP Nowa Ruda 1#tel.: 74-872-22-60;dni robocze: 10:00-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
256174;51.193384;15.391073;DOLNOŒL¥SKIE;boles³awiecki;Nowogrodziec;UP Nowogrodziec;59-730;Nowogrodziec;ul. Kolejowa 48;75-731-62-42;dni robocze: 09:00-16:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
968812;51.328611;15.419944;DOLNOŒL¥SKIE;boles³awiecki;Osiecznica;FUP Nowogrodziec;59-724;Osiecznica;ul. Lubañska 57;75-731-22-35 #jedn. nadrzêdna: UP Nowogrodziec#tel.: 75-731-62-42;dni robocze: 09:00-16:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
563549;51.248100;16.933900;DOLNOŒL¥SKIE;trzebnicki;Oborniki Œl¹skie;FUP Oborniki Œl¹skie;55-120;Pêgów;ul. G³ówna 52;71-387-32-03 #jedn. nadrzêdna: UP Oborniki Œl¹skie#tel.: 71-387-32-02;dni robocze: Pon.: 08:35-14:00 Wt.: 08:35-14:00 Œr.: 11:30-16:30 Czw.: 11:30-16:30 Pt.: 11:30-16:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
256600;51.299013;16.909590;DOLNOŒL¥SKIE;trzebnicki;Oborniki Œl¹skie;UP Oborniki Œl¹skie;55-120;Oborniki Œl¹skie;ul. Dworcowa 3;71-387-32-02;dni robocze: 09:00-18:30#soboty: 09:30-14:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
256893;51.206285;17.379373;DOLNOŒL¥SKIE;oleœnicki;Oleœnica;UP Oleœnica Œl¹ska 1;56-400;Oleœnica;ul. 3 Maja 50-52;71-314-02-72;dni robocze: 08:00-19:30#soboty: 08:30-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
976368;51.265499;17.340875;DOLNOŒL¥SKIE;oleœnicki;Dobroszyce;FUP Oleœnica Œl¹ska 1;56-410;Dobroszyce;ul. Trzebnicka 1;71-314 02 71 #jedn. nadrzêdna: UP Oleœnica Œl¹ska 1#tel.: 71-314-02-72;dni robocze: Pon.: 08:00-15:30 Wt.: 08:00-15:30 Œr.: 10:00-17:30 Czw.: 10:00-17:30 Pt.: 10:00-17:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
961259;51.125304;17.544436;DOLNOŒL¥SKIE;oleœnicki;Bierutów;FUP Oleœnica Œl¹ska 1;56-420;Bierutów;ul. 1 Maja 7;71-314-02-70 #jedn. nadrzêdna: UP Oleœnica Œl¹ska 1#tel.: 71-314-02-72;dni robocze: Pon.: 08:00-15:00 Wt.: 08:00-15:00 Œr.: 10:00-17:00 Czw.: 10:00-17:00 Pt.: 10:00-17:00#soboty: 10:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
965851;50.944911;17.303419;DOLNOŒL¥SKIE;o³awski;O³awa;FUP O³awa 1;55-202;O³awa;ul. Boles³awa Chrobrego 56;318-71-18 centr 218 #jedn. nadrzêdna: UP O³awa 1#tel.: 71-318-71-21;dni robocze: Pon.: 09:30-15:00 Wt.: 09:30-15:00 Œr.: 13:00-18:30 Czw.: 13:00-18:30 Pt.: 13:00-18:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
257234;50.938331;17.298607;DOLNOŒL¥SKIE;o³awski;O³awa;UP O³awa 1;55-200;O³awa;ul. 1 Maja 21;71-318-71-21;dni robocze: 08:00-18:00#soboty: 08:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
257241;50.943341;17.294238;DOLNOŒL¥SKIE;o³awski;O³awa;UP O³awa 3;55-201;O³awa;ul. Wroc³awska 6;71-318-71-17;dni robocze: Pon.: 07:30-14:45 Wt.: 07:30-14:45 Œr.: 11:00-18:00 Czw.: 11:00-18:00 Pt.: 11:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
259111;51.253900;15.047800;DOLNOŒL¥SKIE;zgorzelecki;Pieñsk;UP Pieñsk;59-930;Pieñsk;ul. Genera³a Karola Œwierczewskiego 14;75-777-50-46;dni robocze: 09:00-16:30#soboty: 08:30-14:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
976863;51.286200;15.225900;DOLNOŒL¥SKIE;zgorzelecki;Wêgliniec;FUP Pieñsk;59-940;Wêgliniec;ul. Jana Kochanowskiego 4;75-771-20-01 #jedn. nadrzêdna: UP Pieñsk#tel.: 75-777-50-46;dni robocze: 09:00-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
560333;51.403600;15.183000;DOLNOŒL¥SKIE;zgorzelecki;Wêgliniec;FUP Pieñsk;59-950;Ruszów;ul. Emilii Plater 3;75-771-45-67 #jedn. nadrzêdna: UP Pieñsk#tel.: 75-777-50-46;dni robocze: 07:45-14:15#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
259135;50.711611;16.580638;DOLNOŒL¥SKIE;dzier¿oniowski;Pieszyce;UP Pieszyce;58-250;Pieszyce;ul. Miko³aja Kopernika 2;74-836-54-51;dni robocze: 08:00-18:00#soboty: 09:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
259254;50.681944;16.749444;DOLNOŒL¥SKIE;dzier¿oniowski;Pi³awa Górna;UP Pi³awa Górna;58-240;Pi³awa Górna;ul. Piastowska 53;74-837-15-04;dni robocze: 08:00-18:00#soboty: 08:30-12:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
